party,press_release,claim_number,claim_text,claim_desc,category,is_policy_like
Democratic,senator-anna-m-caballeros-2024-legislative-package.txt,6,Renewable hydrogen will be added to the types of renewable energy for the Renewable Portfolio Standards (RPS) program.,,,
Democratic,senator-anna-m-caballeros-2024-legislative-package.txt,7,Hydrogen and biomass facilities can be certified as environmental leadership development projects.,,,
Democratic,senator-becker-announces-support-the-delete-act-the-california.txt,1,"The California Privacy Protection Agency supports SB 362, The Delete Act.",,,
Democratic,senator-becker-announces-support-the-delete-act-the-california.txt,2,SB 362 allows Californians to delete their personal information from data brokers.,,,
Democratic,senator-becker-announces-support-the-delete-act-the-california.txt,3,"Data brokers collect, analyze, and sell personal information about consumers.",,,
Democratic,senator-becker-announces-support-the-delete-act-the-california.txt,4,"Data brokers aggregate data from public records, social media platforms, and online transactions.",,,
Democratic,senator-becker-announces-support-the-delete-act-the-california.txt,5,"Under the California Consumer Privacy Act (CCPA), consumers have a right to require a data broker to delete information they collected directly from them.",,,
Democratic,senator-becker-announces-support-the-delete-act-the-california.txt,6,Data brokers do not have to report the types of information they collect and sell.,,,
Democratic,senator-becker-announces-support-the-delete-act-the-california.txt,7,The CPPA would create a simple way for Californians to direct all data brokers to delete their personal information free of charge.,,,
Democratic,senator-becker-announces-support-the-delete-act-the-california.txt,8,Data brokers that fail to adhere to the law would face civil penalties and administrative fines set by the CPPA.,,,
Democratic,senator-cortese-announces-update-sb-553-workplace-violence-prevention.txt,1,"According to the Occupational Safety and Health Administration (OSHA), workplace violence is the second leading cause of fatal occupational injuries in the United States.",,,
Democratic,senator-cortese-announces-update-sb-553-workplace-violence-prevention.txt,2,Nearly two million American workers are affected by workplace violence annually.,,,
Democratic,senator-cortese-announces-update-sb-553-workplace-violence-prevention.txt,3,Senate Bill (SB) 553 requires employers to develop their own workplace violence prevention plans.,,,
Democratic,senator-cortese-announces-update-sb-553-workplace-violence-prevention.txt,4,Employers must maintain a Violent Incident Log of all violent incidents against employees.,,,
Democratic,senator-cortese-announces-update-sb-553-workplace-violence-prevention.txt,5,"SB 553 would accelerate the creation of a workplace violence prevention standard by placing it into effect on July 1, 2024.",,,
Democratic,senator-cortese-bill-allowing-judicial-review-old-sentences-clears-first-committee.txt,1,SB 94 would save the state hundreds of millions of dollars each year by giving elder inmates the right to judicial review.,,,
Democratic,senator-cortese-bill-allowing-judicial-review-old-sentences-clears-first-committee.txt,2,The recidivism rate for the elderly inmate population is zero.,,,
Democratic,senator-cortese-bill-allowing-judicial-review-old-sentences-clears-first-committee.txt,3,Research shows there is little risk for elderly individuals to re-offend or recidivate upon release.,,,
Democratic,senator-cortese-bill-allowing-judicial-review-old-sentences-clears-first-committee.txt,4,"For individuals previously sentenced to life without parole who were granted a commutation and released, the recidivism rate is zero percent.",,,
Democratic,senator-cortese-bill-allowing-judicial-review-old-sentences-clears-first-committee.txt,5,The majority of people serving a life without parole sentence are classified as low risk.,,,
Democratic,senator-cortese-bill-allowing-judicial-review-old-sentences-clears-first-committee.txt,6,88% of people serving life without parole have been assessed with the lowest risk score on CDCR’s California Static Risk Assessment tool.,,,
Democratic,senator-cortese-bill-allowing-judicial-review-old-sentences-clears-first-committee.txt,7,"On average, it costs California a little more than $106,000 per year to keep someone in prison.",,,
Democratic,senator-cortese-bill-allowing-judicial-review-old-sentences-clears-first-committee.txt,8,The figure for the cost of imprisoning inmates doubles or triples for inmates over 55 or older with chronic health issues.,,,
Democratic,senator-cortese-bill-allowing-judicial-review-old-sentences-clears-first-committee.txt,9,Approximately 820 people would be eligible for sentencing review under SB 94.,,,
Democratic,senator-cortese-bill-allowing-judicial-review-old-sentences-clears-first-committee.txt,10,Nearly 99 percent of those eligible for sentencing review are over the age of 50.,,,
Democratic,senator-cortese-bill-allowing-judicial-review-old-sentences-clears-first-committee.txt,11,Over 90 percent of those eligible for sentencing review have served over 30 years.,,,
Democratic,senator-cortese-introduces-bills-california-judges-association-increase-family-finding.txt,1,Numerous peer-reviewed studies point to diversion as a more effective tool in reducing recidivism than conventional judicial interventions.,,,
Democratic,senator-cortese-introduces-bills-california-judges-association-increase-family-finding.txt,2,A Brennan Center for Justice 2020 report indicates that justice system involvement leads to 'profoundly unequal treatment' and 'long-term economic disparity' for youth of color.,,,
Democratic,senator-cortese-introduces-bills-california-judges-association-increase-family-finding.txt,3,Research demonstrates that a child placed with relatives will have better physical and emotional health outcomes long-term than a child placed in foster care or congregate care.,,,
Democratic,senator-cortese-introduces-bills-california-judges-association-increase-family-finding.txt,4,"A recent BMC Public Health study conducted over thirty years followed the lives of over 160,000 children and concluded that those placed in foster and congregate care experienced worse health outcomes than children who grew up in a family environment.",,,
Democratic,senator-cortese-introduces-bills-california-judges-association-increase-family-finding.txt,5,"Relative placement is in the best interest of a child for a variety of reasons, including increased stability, preservation of cultural identity, and less school changes.",,,
Democratic,senator-corteses-bill-would-protect-inmate-religious-practices.txt,1,"Studies show that this form of religious exercise reduces violence and other negative behaviors in correctional facilities, and lowers recidivism.",,,
Democratic,senator-corteses-bill-would-protect-inmate-religious-practices.txt,2,The ability to practice one's faith is essential to the rehabilitation process.,,,
Democratic,senator-corteses-bills-2021-legislative-session.txt,1,Senator Cortese launched the first program in the nation to provide universal basic income to young adults transitioning out of foster care.,,,
Democratic,senator-corteses-bills-2021-legislative-session.txt,2,"SB 739 would provide direct, monthly cash assistance through a statewide universal basic income Pilot Program for approximately 3,000 youth who age out of Extended Foster Care in California each year.",,,
Democratic,senator-corteses-bills-2021-legislative-session.txt,3,"SB 384 requires that counties implement best-practice family finding protocols, increasing the likelihood that a child removed from parental care is placed with relatives.",,,
Democratic,senator-corteses-statement-his-appointment-california-transportation-commission.txt,1,Senate Bill (SB) 915 empowers local governments to protect the public through local governance of autonomous vehicles.,,,
Democratic,senator-henry-stern-moves-eight-bills-governors-desk-eventful-close-2024-legislative-session.txt,1,SB 1504 mandates a process for removing and blocking harmful online content to create a safer digital environment for children.,,,
Democratic,senator-henry-stern-moves-eight-bills-governors-desk-eventful-close-2024-legislative-session.txt,2,The legislation aimed at preventing people with severe mental illness from being released from jail without mental health care addresses a critical issue in California.,,,
Democratic,senator-henry-stern-moves-eight-bills-governors-desk-eventful-close-2024-legislative-session.txt,3,SB 1277 establishes a statewide teacher professional development program focused on Holocaust and genocide education.,,,
Democratic,senator-henry-stern-moves-eight-bills-governors-desk-eventful-close-2024-legislative-session.txt,4,SB 1509 increases accountability for dangerous speeding by assigning points for repeat offenses.,,,
Democratic,senator-henry-stern-moves-eight-bills-governors-desk-eventful-close-2024-legislative-session.txt,5,"The pandemic has contributed to an increase in deadly speeding in California, affecting working people and communities of color the most.",,,
Democratic,silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt,1,High-speed rail has the potential to be an economic driver.,,,
Democratic,silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt,2,High-speed rail is good for air quality.,,,
Democratic,silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt,3,"High-speed rail construction has created more than 14,200 jobs since January 2015.",,,
Democratic,silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt,4,The majority of construction jobs from high-speed rail are going to Central Valley residents and disadvantaged communities.,,,
Democratic,silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt,5,"High-speed rail has employed more than 860 small, disadvantaged, and disabled veteran businesses.",,,
Democratic,silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt,6,The high-speed rail project has yielded $7.0 billion in labor income from July 2006 through June 2023.,,,
Democratic,silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt,7,The total economic output from the high-speed rail project across the State from July 2006 through June 2023 is $18.0 billion.,,,
Democratic,silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt,8,Senate Bill 545 would study economic opportunities along the high-speed rail route.,,,
Democratic,silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt,9,Senate Bill 545 focuses on increased land value development incentives and public-private partnerships.,,,
Democratic,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,1,"Senate Bill 739 would provide unconditional and direct cash assistance of $1,000 a month to approximately 2,500 youth aging out of the Extended Foster Care Program in California.",,,
Democratic,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,2,"The implementation cost of the pilot program under SB 739 is approximately $30 million per year, totaling $90 million over three years.",,,
Democratic,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,3,Direct cash assistance empowers individuals in ways that traditional social safety net programs do not.,,,
Democratic,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,4,The Stockton Economic Empowerment Demonstration (SEED) program supported 125 residents in obtaining stable employment and improving their physical and mental health.,,,
Democratic,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,5,Participants in the SEED program obtained full-time employment at more than twice the rate of non-participants.,,,
Democratic,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,6,"Nearly 65% of transition-age youth in foster care reported having lost their jobs, with almost a quarter (23%) at risk of losing their housing.",,,
Democratic,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,7,Youth aging out of the foster care system often lack familial support and are at risk of falling into homelessness.,,,
Democratic,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,8,Transitional age youth without familial support frequently end up victimized or incarcerated for committing crimes to support themselves.,,,
Democratic,state-legislators-discuss-groundbreaking-plan-provide-universal-basic-income-foster-youth.txt,9,"More than financial support, UBI empowers young people to decide how to spend the money to meet their specific needs.",,,
Democratic,state-senator-josh-becker-proposes-groundbreaking-legislation.txt,1,The California Artificial Intelligence Transparency Act will protect consumers by giving them the ability to determine if materials have been generated by AI.,,,
Democratic,state-senator-josh-becker-proposes-groundbreaking-legislation.txt,2,"AI-generated images, audio, and video could be used for spreading political misinformation and creating deepfakes.",,,
Democratic,state-senator-josh-becker-proposes-groundbreaking-legislation.txt,3,"The bill will require large generative AI providers to watermark the images, videos, and audio created by their models.",,,
Democratic,state-senator-josh-becker-proposes-groundbreaking-legislation.txt,4,The introduction of this legislation marks a significant step toward establishing clear guidelines for AI-generated products.,,,
Democratic,state-senator-josh-becker-proposes-groundbreaking-legislation.txt,5,The Biden-Harris Administration secured voluntary commitments from leading AI companies to develop robust technical mechanisms to ensure users know when content is AI-generated.,,,
Democratic,state-senator-josh-becker-proposes-groundbreaking-legislation.txt,6,California aims to take the lead in consumer protection in innovation and technology related to AI.,,,
Democratic,the-state-legislature-passes-dozen-climate-equity-and-social.txt,1,Senate Bill 1203 sets a target for all state agencies to achieve net zero greenhouse gas emissions by 2035.,,,
Democratic,the-state-legislature-passes-dozen-climate-equity-and-social.txt,2,"SB 1158 improves the way retail electricity suppliers report critical information, providing a more accurate picture of clean energy use in California.",,,
Democratic,the-state-legislature-passes-dozen-climate-equity-and-social.txt,3,SB 887 will help California swiftly build the transmission needed for zero-carbon electricity by 2045.,,,
Democratic,the-state-legislature-passes-dozen-climate-equity-and-social.txt,4,SB 1112 aims to support equitable financing to enable more people to afford decarbonization of their homes and buildings.,,,
Democratic,the-state-legislature-passes-dozen-climate-equity-and-social.txt,5,Studies show that incarcerated individuals who maintain contact with their loved ones are more successful upon reintegration into society.,,,
Democratic,the-state-legislature-passes-dozen-climate-equity-and-social.txt,6,Transitioning to an employee-owned model can enable small businesses to survive the retirement of their owners and build prosperity for stakeholders.,,,
Democratic,the-state-legislature-passes-dozen-climate-equity-and-social.txt,7,SB 1346 aims to address the issue of over $5 billion worth of unused medications being discarded by hospitals and long-term care facilities each year.,,,
Democratic,the-state-legislature-passes-dozen-climate-equity-and-social.txt,8,The high cost of pharmaceuticals forces nearly 1 in 4 Americans to skip doses or forgo filling prescriptions.,,,
Democratic,weber-piersons-transformative-legislative-package-advances-assembly-floor.txt,1,"AI used in healthcare must be monitored for racial, gender, and other demographic biases.",,,
Democratic,weber-piersons-transformative-legislative-package-advances-assembly-floor.txt,2,The monitoring of AI in healthcare promotes equitable outcomes in clinical decision-making.,,,
Republican,additional-legislative-republicans-call-on-attorney-general-bonta-to-investigate-paneragate.txt,1,AB 1228 increased the minimum wage for fast-food workers to $20 dollars an hour.,,,
Republican,additional-legislative-republicans-call-on-attorney-general-bonta-to-investigate-paneragate.txt,2,"A specific exemption in AB 1228 reportedly benefits a Panera Bread franchisee who is a longtime acquaintance and donor of over $220,000 to Governor Newsom’s campaigns.",,,
Republican,additional-legislative-republicans-call-on-attorney-general-bonta-to-investigate-paneragate.txt,3,"If the Governor helped exempt one of his largest political donors from a bill that harms small businesses, it raises concerns about pay-to-play politics.",,,
Republican,additional-legislative-republicans-call-on-attorney-general-bonta-to-investigate-paneragate.txt,4,"Overregulation of small and large businesses, as enacted by AB 1228, will lead to more food serving businesses leaving California.",,,
Republican,alanis-k-12-education-bills-pass-education-committee.txt,1,AB 1796 requires local educational agencies to notify parents and/or guardians of specific dual enrollment and International Baccalaureate courses available at their student’s campus.,,,
Republican,alanis-k-12-education-bills-pass-education-committee.txt,2,"AB 1796 aims to boost communication and transparency between schools, students, and parents and guardians.",,,
Republican,alanis-k-12-education-bills-pass-education-committee.txt,3,"If passed, students and their families will be increasingly aware of dual enrollment, International Baccalaureate, Advanced Placement, and Career and Technical Education opportunities available on high school campuses.",,,
Republican,alanis-k-12-education-bills-pass-education-committee.txt,4,AB 1871 would add personal finance to the adopted course of study within the social sciences for students in grades 7-12.,,,
Republican,alanis-k-12-education-bills-pass-education-committee.txt,5,"If passed, personal finance classes would likely be incorporated into existing economics classes.",,,
Republican,alanis-k-12-education-bills-pass-education-committee.txt,6,AB 1871 is a critical step in ensuring that future generations have a well-rounded knowledge of personal finance.,,,
Republican,alanis-k-12-education-bills-pass-education-committee.txt,7,Low financial literacy scores have continued to affect communities of color and contribute to the poverty trap.,,,
Republican,alanis-k-12-education-bills-pass-education-committee.txt,8,"Providing a foundation for learning about taxes, loans, credit, and bank accounts is essential for younger generations.",,,
Republican,asm-bill-essayli-to-call-for-floor-vote-on-bowies-law.txt,1,Bowie’s Law (AB 595) would have saved a puppy named Bowie by requiring 72-hour public notice before an animal shelter can euthanize an adoptable pet.,,,
Republican,assembly-republicans-announce-legislation-to-bring-down-gas-prices.txt,1,California's Cap-and-Trade program adds roughly 30 cents to the cost of a gallon of gas.,,,
Republican,assembly-republicans-announce-legislation-to-bring-down-gas-prices.txt,2,Californians pay the highest gas tax in the country despite having some of the worst roads.,,,
Republican,assembly-republicans-announce-legislation-to-bring-down-gas-prices.txt,3,Suspending the gas tax for one year could lower gas prices by over 60 cents per gallon.,,,
Republican,assembly-republicans-announce-legislation-to-bring-down-gas-prices.txt,4,California's Low Carbon Fuel Standard is already adding 11 cents per gallon to gas prices.,,,
Republican,assembly-republicans-announce-legislation-to-bring-down-gas-prices.txt,5,A planned update to California's Low Carbon Fuel Standard could add another 52 cents to gas prices.,,,
Republican,assembly-republicans-announce-legislation-to-bring-down-gas-prices.txt,6,"California's Cap-and-Trade program raises costs, with much of the revenue diverted to projects like High-Speed Rail.",,,
Republican,assembly-republicans-announce-legislation-to-bring-down-gas-prices.txt,7,Gavin Newsom’s policies are adding tens of millions of dollars to California's fuel prices.,,,
Republican,assembly-republicans-announce-legislation-to-bring-down-gas-prices.txt,8,Gas prices in California have risen nearly $1.50 per gallon during Gov. Newsom’s six years in office.,,,
Republican,assembly-republicans-announce-legislation-to-bring-down-gas-prices.txt,9,Gas prices in California are substantially higher than in neighboring states.,,,
Republican,assembly-republicans-announce-legislation-to-bring-down-gas-prices.txt,10,An analysis by the California Energy Commission found Newsom’s proposals could artificially create shortages in downstream markets and increase average prices.,,,
Republican,assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt,1,Learning about personal finance can change someone’s life.,,,
Republican,assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt,2,Not everyone has the opportunity to learn important financial skills.,,,
Republican,assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt,3,Teaching personal finance should be an educational priority for all California students.,,,
Republican,assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt,4,AB 1871 would require schools to teach personal finance as part of students' social studies coursework before they graduate high school.,,,
Republican,assemblyman-alanis-honors-nevaeh-johnson.txt,1,AB 1467 requires youth sports organizations across the state to provide their athletes with accessibility to an automated external defibrillator (AED) during official practices or matches.,,,
Republican,assemblyman-alanis-honors-nevaeh-johnson.txt,2,Nevaeh Johnson collapsed during a sports practice in Waterford in August 2022 due to a brain aneurysm and her heart had stopped.,,,
Republican,assemblyman-alanis-honors-nevaeh-johnson.txt,3,"Nevaeh Johnson's family believes that if an AED was accessible at the time of her incident, she would still be alive today.",,,
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,1,The future of humanity depends on thoughtful planning and management of the most advanced artificial intelligence systems.,,,
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,2,There is a need to develop safeguards for humanity in the context of artificial intelligence development.,,,
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,3,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,,,
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,4,Recent advances in AI present profound risks to society and humanity.,,,
Republican,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,1,Governor Newsom’s decision to force state employees back to the office is harmful and counterproductive.,,,
Republican,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,2,The return to office mandate undermines the state’s efforts to meet its climate goals.,,,
Republican,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,3,The return to office mandate negatively impacts the state’s budget deficit.,,,
Republican,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,4,State agencies have praised telework policies and the enhanced productivity they provide.,,,
Republican,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,5,Telework can reduce the state’s office footprint and provide substantial budgetary savings.,,,
Republican,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,6,"Telework policies have eliminated nearly 400,000 metric tons of carbon emissions.",,,
Republican,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,7,Telework policies have reduced traffic congestion.,,,
Republican,assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt,8,Telework has saved workers hundreds of dollars per month in vehicle expenses.,,,
Republican,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,1,Fentanyl is 50 times more potent than heroin.,,,
Republican,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,2,Fentanyl is 100 times stronger than morphine.,,,
Republican,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,3,Fentanyl is a major contributor to fatal overdose deaths in the United States.,,,
Republican,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,4,"In 2023 alone, 62,224 pounds of fentanyl were seized in California.",,,
Republican,assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt,5,The seizure of fentanyl in California represents a 1066% increase in just 2 years.,,,
Republican,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,1,AB 1016 increases the generating capacity of geothermal power plants eligible for local permitting.,,,
Republican,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,2,The bill aims to unlock California’s geothermal potential.,,,
Republican,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,3,AB 1016 could lead to the creation of quality-paying jobs in regions like Imperial County.,,,
Republican,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,4,"The unemployment rate in Imperial County is 17.2%, the highest in the state.",,,
Republican,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,5,"By streamlining the path for clean, reliable base-load power, AB 1016 positions Imperial County to become a hub of clean energy innovation.",,,
Republican,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,6,The implementation of AB 1016 supports California’s climate and energy goals.,,,
Republican,assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt,7,"AB 1016 is intended to strengthen the grid and build a more resilient, sustainable future for Californians.",,,
Republican,assemblyman-tri-ta-introduces-bill-to-correct-racial-targeting-in-state-employment-law.txt,1,Manicurists in California have not been included in exemptions that allow other beauty industry licensees to be classified as independent contractors.,,,
Republican,assemblyman-tri-ta-introduces-bill-to-correct-racial-targeting-in-state-employment-law.txt,2,Most manicurists are Vietnamese women.,,,
Republican,assemblyman-tri-ta-introduces-bill-to-correct-racial-targeting-in-state-employment-law.txt,3,A report by the UCLA Labor Center states that 82% of nail salon workers in California were born in Vietnam.,,,
Republican,assemblyman-tri-ta-introduces-bill-to-correct-racial-targeting-in-state-employment-law.txt,4,85% of nail salon workers in California are female.,,,
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,1,Drowning is 100% preventable.,,,
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,2,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",,,
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,3,"For every child who dies from drowning, 7 more receive emergency care for non-fatal drownings.",,,
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,4,Participation in formal swimming lessons lowers the risk of drowning for children ages 1-4 by 88%.,,,
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,5,"Drowning causes significant financial costs associated with emergency responders, hospitalization, follow-up healthcare, and special education.",,,
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,6,"79% of children in households with incomes less than $50,000 have few or no swimming skills.",,,
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,7,Parents who don’t know how to swim are much more likely to have children who also lack swimming skills.,,,
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,8,African-American children have a drowning death rate among ages 5-9 that is more than 2.5 times higher than the rest of the population.,,,
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,9,The drowning death rate grows to 3.5 times higher among African-American children ages 10-14.,,,
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,10,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",,,
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,11,Educating parents and providing no-cost swim lessons for children will create a culture of water safety and prevent drownings.,,,
Republican,assemblymember-davies-announces-bill-to-prevent-child-drownings.txt,12,"California has 840 miles of coastline, 3,000 lakes, 1,400 reservoirs, 50,000 ponds, and more than 1.3 million swimming pools.",,,
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,1,The proposed amendments to Rule 1111 and 1121 aim to replace natural gas furnaces and water heaters in favor of all-electric units by 2026.,,,
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,2,"The expense to upgrade to all-electric space and water heaters can range from $1,500 to $47,000 per household.",,,
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,3,The cost of living for Californians is 42% higher than the national average.,,,
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,4,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",,,
Republican,costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt,5,The South Coast Air Quality Management District creates mandates with minimal transparency and input from Californians.,,,
Republican,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,1,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that grid.,,,
Republican,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,2,"A recent study by the National Association of Homebuilders put the cost of retrofitting a home for all electric appliances at $30,000 or more.",,,
Republican,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,3,Automakers are losing money and consumers are facing massive car cost spikes as a result of the current EV mandates.,,,
Republican,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,4,AB 1238 guards against the negative environmental impacts of gas appliance and car bans that ban backers have refused to address.,,,
Republican,demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt,5,AB 1238 lays the foundation for keeping California’s energy supply reliable by providing for gas-powered options for appliances and cars.,,,
Republican,democrats-kill-gun-reform-legislation.txt,1,"More than 30% of all guns that law enforcement recovers are considered ghost guns, or firearms without a serial number.",,,
Republican,democrats-kill-gun-reform-legislation.txt,2,Assembly Bill 758 would have created an enhancement for the possession or use of an unregistered gun when committing a felony.,,,
Republican,democrats-kill-gun-reform-legislation.txt,3,The enhancement would add an additional two years in prison if the firearm is in possession during the felony or three years if the firearm is used in the commission of a felony or attempted felony.,,,
Republican,democrats-kill-gun-reform-legislation.txt,4,The enhancement would elevate ghost guns to the same level of enhancement that one receives if using an assault weapon when a felony is committed.,,,
Republican,democrats-kill-gun-reform-legislation.txt,5,Ghost guns are untraceable by law enforcement.,,,
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,1,California refineries are supplied over 640 million barrels of crude oil a year.,,,
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,2,"In 2018, California produced only 31.1% of its crude oil supply.",,,
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,3,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,,,
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,4,Large ships powered by bunker fuel emit significant amounts of carbon pollutants into the atmosphere.,,,
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,5,"The oil and gas industry supports almost 400,000 jobs in California.",,,
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,6,The oil industry contributes more than $152 billion to California’s economy.,,,
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,7,The demand for oil is not expected to go away.,,,
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,8,Producing oil within California could be done in an environmentally responsible manner.,,,
Republican,fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt,9,An oil-free California is considered unrealistic by the author.,,,
Republican,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,1,Beale Air Force Base has been selected as the preferred site for the U.S. Air Force’s new Collaborative Combat Aircraft (CCA) program.,,,
Republican,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,2,The Collaborative Combat Aircraft program is a next-generation drone initiative that will shape the future of air combat.,,,
Republican,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,3,"The CCA program will bring national defense innovation, high-tech jobs, and economic momentum to the North State.",,,
Republican,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,4,The selection of Beale for the CCA program will keep it at the forefront of national defense.,,,
Republican,gallagher-beale-chosen-for-air-force-drone-program-big-win-for-the-north-state.txt,5,The CCA program will deliver high-paying jobs and advanced technology to Yuba County.,,,
