party,press_release,claim_number,ref_uid,stance_claude_judge,stance_nli_deberta,stance_nli_bart,consensus,unanimous,claim_text,ref_title
rep,legislative-republicans-call-on-newsom-administration-to-be-honest-about-new-regulations-costs-for-consumers.txt,4,turn0search5,abstain,silent,silent,silent,1,High gas prices in California are described as a basic necessity issue rather than a luxury.,The Optimal Gas Tax for California
rep,legislative-republicans-call-on-newsom-administration-to-be-honest-about-new-regulations-costs-for-consumers.txt,4,turn0search6,silent,silent,silent,silent,1,High gas prices in California are described as a basic necessity issue rather than a luxury.,Why Are Gas Prices So High In California?
rep,legislative-republicans-call-on-newsom-administration-to-be-honest-about-new-regulations-costs-for-consumers.txt,4,turn0search8,silent,silent,silent,silent,1,High gas prices in California are described as a basic necessity issue rather than a luxury.,"Pain at the Pump: Blame Politicians, Not Producers, for High California Gasoline Prices"
rep,legislative-republicans-call-on-newsom-administration-to-be-honest-about-new-regulations-costs-for-consumers.txt,4,turn0search9,abstain,silent,silent,silent,1,High gas prices in California are described as a basic necessity issue rather than a luxury.,Gas — Affordability Watch California
rep,legislative-republicans-call-on-newsom-administration-to-be-honest-about-new-regulations-costs-for-consumers.txt,4,turn0search10,abstain,silent,refute,silent,0,High gas prices in California are described as a basic necessity issue rather than a luxury.,"Californians are Paying Less to Fill Up at the Pump, Due in Part to State’s Gas Price Gouging and Transparency Efforts"
rep,legislative-republicans-call-on-newsom-administration-to-be-honest-about-new-regulations-costs-for-consumers.txt,6,turn0search9,abstain,support,support,support,1,The Newsom administration is facing criticism for potentially increasing costs for consumers.,"Consumer Watchdog says, Chevron Fire's Gasoline Price Spike Could Be Exacerbated By Newsom Administration's Foot-dragging On Re-Supply And Minimum Inventory Reg"
rep,legislative-republicans-call-on-newsom-administration-to-be-honest-about-new-regulations-costs-for-consumers.txt,6,turn0search2,abstain,silent,silent,silent,1,The Newsom administration is facing criticism for potentially increasing costs for consumers.,Justice Department Challenges Unconstitutional California Laws Driving Up National Egg Prices
rep,legislative-republicans-join-law-enforcement-advocates-to-stand-up-for-public-safety.txt,3,turn0search0,abstain,silent,silent,silent,1,Proposition 47 has failed to protect communities and businesses.,The Impact of Proposition 47 on Crime and Recidivism
rep,legislative-republicans-join-law-enforcement-advocates-to-stand-up-for-public-safety.txt,3,turn0search1,abstain,refute,refute,refute,1,Proposition 47 has failed to protect communities and businesses.,Proposition 47’s Impact on Racial Disparity in Criminal Justice Outcomes
rep,legislative-republicans-join-law-enforcement-advocates-to-stand-up-for-public-safety.txt,3,turn0search3,abstain,silent,silent,silent,1,Proposition 47 has failed to protect communities and businesses.,"Decarceration, Sanction Severity and Crime: Causal Analysis of Proposition 47 and Property Crime in Los Angeles"
rep,legislative-republicans-join-law-enforcement-advocates-to-stand-up-for-public-safety.txt,3,turn0search9,abstain,silent,silent,silent,1,Proposition 47 has failed to protect communities and businesses.,The Effect of Sentencing Reform on Crime Rates: Evidence from California's Proposition 47
rep,legislative-republicans-join-law-enforcement-advocates-to-stand-up-for-public-safety.txt,3,turn0search5,mixed,silent,silent,silent,0,Proposition 47 has failed to protect communities and businesses.,Policy Brief: Crime after Proposition 47 and the Pandemic
rep,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,5,turn0search6,support,support,silent,support,0,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,"California's Summer Blockbuster, Continued!: Newly Enacted Non-Housing CEQA Reforms"
rep,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,5,turn0search10,abstain,silent,silent,silent,1,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,Governor Waives CEQA and Coastal Act for Authorized Fuel Management Projects While Legislators Introduce Multiple Bills Aimed at Long-Lasting Regulatory Relief
rep,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,5,turn0search9,abstain,silent,silent,silent,1,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,CALED releases CEQA exemption briefing for economic development
rep,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,5,turn0search11,abstain,silent,silent,silent,1,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,The Effects of California SB 901 on Forest Conservation
rep,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,7,10.1007/s11269-022-03247-5,abstain,silent,silent,silent,1,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,Assessing the Vulnerability of California Water Utilities to Wildfires
rep,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,7,10.3390/w17162368,abstain,silent,silent,silent,1,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,Incorporating Natural Capital Damage from Major Wildfire Events in Headwaters Management and Resource Allocation
rep,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,7,10.3389/fclim.2023.1062320,abstain,silent,silent,silent,1,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,Adaptive governance strategies to address wildfire and watershed resilience in New Mexico's upper Rio Grande watershed
rep,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,7,10.1071/WFv28n10_FO,abstain,silent,silent,silent,1,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,The influence of wildfire on water quality and watershed processes: new insights and remaining challenges
rep,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,7,10.3389/ffgc.2022.829125,abstain,silent,silent,silent,1,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,"Community Engagement With Proactive Wildfire Management in British Columbia, Canada: Perceptions, Preferences, and Barriers to Action"
rep,senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt,5,10.29158/JAAPL.220032-21,support,silent,silent,silent,0,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,Victim Intoxication and Capacity to Consent in Sexual Assault Statutes across the United States
rep,senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt,5,10.1016/j.drugalcdep.2021.108839,support,silent,silent,silent,0,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,Victim and perpetrator characteristics in alcohol/drug-involved sexual violence victimization in the U.S
rep,senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt,5,10.1037/tra0001242,abstain,silent,silent,silent,1,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,The Scope of Rape Victimization and Perpetration Among National Samples of College Students Across 30 Years
rep,senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt,2,turn0search3,abstain,silent,refute,silent,0,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,2023-130 Conditional Release Program for Sexually Violent Predators - California State Auditor
rep,senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt,2,turn0search4,abstain,silent,refute,silent,0,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,NEW: Audit exposes Newsom’s Department of State Hospitals’ mismanagement of Sexually Violent Predators
rep,senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt,2,turn0search0,abstain,silent,silent,silent,1,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,Jones’s request to audit Liberty Healthcare unanimously approved
rep,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,1,California Department of Housing and Community Development,support,silent,silent,silent,0,California's homeless population has increased nearly 40% in the past 6 years.,Fact Sheet: Homelessness in California
rep,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,4,California-2023-SB1011-Introduced,abstain,silent,silent,silent,1,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,California Senate Bill 1011: Encampments: penalties
rep,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,4,Senate-Committee-on-Public-Safety-SB-1011-Analysis,abstain,silent,silent,silent,1,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,Senate Committee on Public Safety Analysis of SB 1011
rep,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,4,ACLU-Over-100-California-Organizations-Oppose-SB-1011,abstain,silent,silent,silent,1,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,Over 100 California Organizations Join Opposition to SB 1011
rep,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,4,California-Insider-SB-1011-Compassionately-Clearing-Homeless-Encampments,abstain,silent,silent,silent,1,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,California Bill Aims to ‘Compassionately’ Clear Homeless Encampments
rep,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,4,Davis-Vanguard-SB-1011-Rejected,support,silent,silent,silent,0,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,"Key CA Senate Committee Kills Measure Aimed at Homeless – Creating Crime for Sitting, Sleeping or Camping"
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,1,ilo-2022-modern-slavery,abstain,silent,silent,silent,1,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,50 million people worldwide in modern slavery
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,1,ilo-2017-modern-slavery,abstain,silent,silent,silent,1,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,40 million in modern slavery and 152 million in child labour around the world
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,1,ilo-2025-modern-slavery-methodology,abstain,silent,silent,silent,1,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,Global estimates of modern slavery: Forced labour and forced marriage - Methodology
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,5,22666182,abstain,silent,silent,silent,1,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.","Prevalence and risk of violence and the physical, mental, and sexual health problems associated with human trafficking: systematic review"
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,5,27066701,support,silent,silent,silent,0,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.","Prevalence and risk of violence and the mental, physical and sexual health problems associated with human trafficking: an updated systematic review"
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,5,39543768,abstain,silent,silent,silent,1,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.",Experiences and impact of moral injury in human trafficking survivors: a qualitative study
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,5,37222868,abstain,silent,silent,silent,1,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.",What is the Impact of Human Trafficking on the Biopsychosocial Health of Victims: A Systematic Review
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,oag.ca.gov/human-trafficking,abstain,silent,silent,silent,1,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,Human Trafficking
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,oag.ca.gov/human-trafficking/what-is,abstain,silent,silent,silent,1,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,What is Human Trafficking?
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,calcivilrights.ca.gov/2024/01/03/as-part-of-national-human-trafficking-prevention-month-civil-rights-department-highlights-new-resource-to-support-survivors/,silent,silent,silent,silent,1,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,"As Part of National Human Trafficking Prevention Month, Civil Rights Department Highlights New Resource to Support Survivors"
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,calcivilrights.ca.gov/wp-content/uploads/sites/32/2024/01/2024.01.03-Human-Trafficking-FAQ-Release.pdf,abstain,silent,silent,silent,1,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,Human Trafficking FAQ Release
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,humantraffickinghotline.org/en/statistics/california,abstain,silent,silent,silent,1,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,California | National Human Trafficking Hotline
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,7,turn0search0,abstain,support,support,support,1,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,Attorney General Bonta Announces New Regional Human Trafficking Task Force in Sacramento
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,7,turn0search8,abstain,silent,support,silent,0,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,$1.5 Million Grant Will Establish Human Trafficking Task Force to be Led by U.S. Attorney’s Office and L.A. County Sheriff’s Department
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,7,turn0search4,support,support,support,support,1,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,U.S. Attorney Wagner Announces Selection of Sacramento for Phase II Anti Trafficking Coordination Team (ACTeam)
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,7,turn0search9,abstain,silent,silent,silent,1,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,Operation Reclaim and Rebuild
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,7,turn0search7,abstain,silent,silent,silent,1,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,Law Enforcement – San Diego Human Trafficking and CSEC Advisory Council
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,8,10.1007/s10611-024-10161-x,abstain,silent,silent,silent,1,Stronger consequences are required to hold criminals accountable for human trafficking.,Factors that influence the criminal justice response to human trafficking: a systematic review of North American and European studies
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,8,10.3390/soc13020038,abstain,silent,silent,silent,1,Stronger consequences are required to hold criminals accountable for human trafficking.,Perceptions of the Benefits and Barriers to Anti-Human Trafficking Interagency Collaboration: An Exploratory Factor Analysis Study
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,8,10.14197/atr.201218,silent,silent,silent,silent,1,Stronger consequences are required to hold criminals accountable for human trafficking.,Accountability and the Use of Raids to Fight Trafficking
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,8,10.14197/atr.201217,abstain,silent,silent,silent,1,Stronger consequences are required to hold criminals accountable for human trafficking.,"Sex Trafficking, Law Enforcement and Perpetrator Accountability"
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,8,10.14197/atr.201215,abstain,silent,silent,silent,1,Stronger consequences are required to hold criminals accountable for human trafficking.,Using Human Rights to Hold the US Accountable for its Anti-Sex Trafficking Agenda: The Universal Periodic Review and new directions for US policy
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,10,turn0search0,abstain,silent,silent,silent,1,There is a need for penalties for repeat offenders of human trafficking.,Rethinking the Puzzle of Escalating Penalties for Repeat Offenders
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,10,turn0search8,abstain,silent,silent,silent,1,There is a need for penalties for repeat offenders of human trafficking.,A human rights-based approach for effective criminal justice response to human trafficking
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,10,turn0search7,silent,silent,silent,silent,1,There is a need for penalties for repeat offenders of human trafficking.,Human Trafficking in the Courts: What Judges and Lawyers Need to Know
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,10,turn0search5,abstain,silent,silent,silent,1,There is a need for penalties for repeat offenders of human trafficking.,Verified Human Trafficking Allegations Among Single and Dual System-Involved Children: Predicting Initial and Repeat Victimization
rep,senator-grove-introduces-bill-fight-against-human-trafficking.txt,10,turn0search9,abstain,silent,silent,silent,1,There is a need for penalties for repeat offenders of human trafficking.,Human Trafficking in Correctional Institutions: A Survey of Correctional and Anti-Trafficking Leaders
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,5,turn0search11,abstain,silent,silent,silent,1,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,Impacts on U.S. Energy Markets and the Economy of Reducing Oil Imports
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,5,turn0search3,abstain,silent,silent,silent,1,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,The Impact of Higher Oil Prices on the Global Economy
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,5,turn0search4,silent,silent,silent,silent,1,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,An oil import fee would damage the US economy
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,5,turn0search2,abstain,silent,silent,silent,1,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,Study Highlights the Massive Importance of Oil and Gas Industries to California’s Economy
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,5,turn0search0,abstain,silent,silent,silent,1,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,"New Analysis: California’s Abundant Natural Gas and Oil Resources Provide Over $217 Billion in Economic, Trade & Job Benefits"
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,6,10.3389/fchem.2023.00001,abstain,silent,silent,silent,1,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Petrochemical Industry and Its Role in Modern Society
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,6,10.1016/j.petrol.2022.109123,abstain,silent,support,silent,0,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Comprehensive Review of Petroleum-Based Products in Daily Life
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,6,10.1080/10473289.2021.1876543,support,silent,silent,silent,0,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Impact of Petroleum Derivatives on Consumer Products
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,6,10.1016/j.jhazmat.2020.123456,abstain,silent,silent,silent,1,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Toxicological Assessment of Petroleum-Based Products in Consumer Goods
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,6,10.1016/j.scitotenv.2019.134567,abstain,silent,silent,silent,1,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Environmental and Health Impacts of Petroleum-Based Products in Daily Life
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,7,turn0search7,abstain,silent,silent,silent,1,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.","Oil and Gas in California: The Industry, Its Economic Contribution and Major User Industries"
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,7,turn0search4,abstain,silent,silent,silent,1,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.",Oil and Gas Industry Remains Vital Economic Engine in California
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,7,turn0search1,mixed,silent,silent,silent,0,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.","New Analysis: California’s Abundant Natural Gas and Oil Resources Provide Over $217 Billion in Economic, Trade & Job Benefits"
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,7,turn0search2,abstain,silent,silent,silent,1,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.","New Analysis: California-Made Natural Gas and Oil Drives U.S. Economic Recovery, Strengthens All Industries"
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,7,turn0search3,abstain,silent,silent,silent,1,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.",Oil & Gas in California: The Industry and Its Economic Impact
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,9,turn0search0,abstain,silent,silent,silent,1,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,Senator Grove’s Bill to Prioritize California Oil Production Passes Senate
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,9,turn0search1,abstain,silent,silent,silent,1,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,Senator Grove’s Bill to Prioritize California Oil Production Passes Committee
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,9,turn0search4,mixed,silent,refute,mixed,0,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,SB 15: Oil imports: air quality emissions data
rep,senator-grove-reintroduces-bill-prioritize-california-oil-production.txt,9,turn0search5,abstain,silent,refute,silent,0,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,California unions block climate bill targeting oil companies
rep,senator-niellos-bill-ditch-switch-be-heard-tuesdays-senate-energy-committee-hearing.txt,1,10.5664/jcsm.1004,abstain,silent,silent,silent,1,The push for Permanent Standard Time over Daylight Saving Time is supported by evidence suggesting that standard time aligns more closely with human circadian rhythms.,Permanent standard time is the optimal choice for health and safety: an American Academy of Sleep Medicine position statement
rep,senator-niellos-bill-ditch-switch-be-heard-tuesdays-senate-energy-committee-hearing.txt,1,turn0search3,abstain,silent,silent,silent,1,The push for Permanent Standard Time over Daylight Saving Time is supported by evidence suggesting that standard time aligns more closely with human circadian rhythms.,New position statement supports permanent standard time
rep,senator-niellos-bill-ditch-switch-be-heard-tuesdays-senate-energy-committee-hearing.txt,1,turn0search6,abstain,silent,silent,silent,1,The push for Permanent Standard Time over Daylight Saving Time is supported by evidence suggesting that standard time aligns more closely with human circadian rhythms.,SRS position statement supports adoption of permanent standard time
rep,senator-niellos-bill-ditch-switch-be-heard-tuesdays-senate-energy-committee-hearing.txt,1,turn0search0,support,silent,silent,silent,0,The push for Permanent Standard Time over Daylight Saving Time is supported by evidence suggesting that standard time aligns more closely with human circadian rhythms.,Stanford scientists reveal simple shift that could prevent strokes and obesity nationwide
rep,senator-niellos-bill-ditch-switch-be-heard-tuesdays-senate-energy-committee-hearing.txt,1,turn0search1,abstain,silent,silent,silent,1,The push for Permanent Standard Time over Daylight Saving Time is supported by evidence suggesting that standard time aligns more closely with human circadian rhythms.,Daylight saving time tied to higher rates of stroke and obesity
rep,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,10.1093/bjc/azab111,abstain,silent,silent,silent,1,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,Deepfakes and Digitally Altered Imagery Abuse: A Cross-Country Exploration of an Emerging form of Image-Based Sexual Abuse
rep,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,10.1001/jamanetworkopen.2022.34471,abstain,silent,silent,silent,1,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,Prevalence of Online Sexual Offenses Against Children in the US
rep,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,10.1002/bsl.2658,abstain,silent,silent,silent,1,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,Forensic psychological procedures in cases of technology‑facilitated sexual abuse among adolescents: A scoping review
rep,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,10.1007/s12119-023-10091-1,support,support,silent,support,0,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,The Characteristics of Virtual Child Sexual Abuse Material Offenders and the Harms of Offending: A Qualitative Content Analysis of Print Media
rep,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,3,10.1007/s00138-022-01318-6,abstain,silent,silent,silent,1,AI-generated explicit content involving minors needs to be treated with the seriousness it deserves.,A deep learning framework for finding illicit images/videos of children
rep,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,10.1001/jamanetworkopen.2022.34471,abstain,silent,silent,silent,1,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",Prevalence of Online Sexual Offenses Against Children in the US
rep,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,10.1016/j.chiabu.2023.106020,abstain,silent,silent,silent,1,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",Which dynamics make online child sexual abuse and cyberstalking more emotionally impactful: Perpetrator identity and images?
rep,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,10.1145/3531146.3533073,abstain,silent,silent,silent,1,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",Learning to Break Deep Perceptual Hashing: The Use Case NeuralHash
rep,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,10.1093/cybsec/tyad020,silent,silent,silent,silent,1,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",Bugs in our pockets: the risks of client-side scanning
rep,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,4,10.1016/j.knosys.2022.110039,abstain,silent,silent,silent,1,"As AI technology advances, it is crucial that laws evolve to protect children from new forms of exploitation.",Online grooming detection: A comprehensive survey of child exploitation in chat logs
rep,senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt,3,turn0search3,abstain,silent,support,silent,0,SB 571 seeks to protect victims from opportunistic criminals during a state of emergency by increasing penalties for looting or impersonating first responders.,Senator Suzette Valladares’ Bill to Increase Penalties for Crimes During State of Emergency Signed Into Law
rep,senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt,3,turn0search0,abstain,support,support,support,1,SB 571 seeks to protect victims from opportunistic criminals during a state of emergency by increasing penalties for looting or impersonating first responders.,Public Safety Committee Approves Bill to Increase Penalties for Crimes During State of Emergency
rep,senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt,3,turn0search2,abstain,support,support,support,1,SB 571 seeks to protect victims from opportunistic criminals during a state of emergency by increasing penalties for looting or impersonating first responders.,"Governor Newsom signs bipartisan legislation to boost ongoing Los Angeles rebuilding efforts, strengthen future disaster response and recovery"
rep,senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt,3,turn0search4,support,support,support,support,1,SB 571 seeks to protect victims from opportunistic criminals during a state of emergency by increasing penalties for looting or impersonating first responders.,Sen Valladares’ Bill to Increase Penalties for Crimes During State of Emergency Gets Senate Approval
rep,senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt,3,turn0search1,abstain,support,support,support,1,SB 571 seeks to protect victims from opportunistic criminals during a state of emergency by increasing penalties for looting or impersonating first responders.,Bill Text: CA SB571 | 2025-2026 | Regular Session | Amended | LegiScan
rep,senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt,5,turn0search0,abstain,silent,silent,silent,1,SB 508 expands healthcare access for cancer patients who need it most.,Senate Committee Unanimously Approves Measure by Sen Valladares to Expand Healthcare Access for Cancer Patients
rep,senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt,5,turn0search1,abstain,silent,silent,silent,1,SB 508 expands healthcare access for cancer patients who need it most.,Senator Valladares’ Bill to Expand Health Access for Cancer Patients Gets Senate Approval
rep,senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt,5,turn0search2,abstain,silent,silent,silent,1,SB 508 expands healthcare access for cancer patients who need it most.,Senator Suzette Valladares Introduces Bill to Expand Health Access for Cancer Patients
rep,senator-valladares-bills-improve-affordability-increase-public-safety-and-expand.txt,5,turn0search4,support,silent,silent,silent,0,SB 508 expands healthcare access for cancer patients who need it most.,Bill to Expand Telehealth Options for California Cancer Patients Passes Senate Committee
