party,press_release,claim_number,claim_text,provider,id,doi,title,abstract,year,venue,authors,url,is_open_access
Republican,legislative-republicans-join-law-enforcement-advocates-to-stand-up-for-public-safety.txt,3,Proposition 47 has failed to protect communities and businesses.,publisher,turn0search6,,Proposition 47 Grant Program Evaluation Shows Recidivism Cut,A comprehensive evaluation of the Board of State and Community Corrections’ Proposition 47 grant program suggests participants who received services made available by the 2014 voter-approved initiative are substantially less likely to recidivate compared to those traditionally incarcerated in California.,2024,Board of State and Community Corrections,,https://www.bscc.ca.gov/news/proposition-47-grant-program-evaluation-shows-recidivism-cut/,True
Republican,legislative-republicans-join-law-enforcement-advocates-to-stand-up-for-public-safety.txt,3,Proposition 47 has failed to protect communities and businesses.,publisher,turn0search7,,New Report: Declining Drug Enforcement After Proposition 47,"A report by the Center on Juvenile and Criminal Justice finds that arrests and citations for drug possession have decreased in Los Angeles and San Diego counties after Proposition 47, indicating a shift towards treating substance use as a public health issue rather than a criminal one.",2024,Center on Juvenile and Criminal Justice,,https://www.cjcj.org/reports-publications/publications/new-report-declining-drug-enforcement-after-proposition-47,True
Republican,legislative-republicans-join-law-enforcement-advocates-to-stand-up-for-public-safety.txt,3,Proposition 47 has failed to protect communities and businesses.,publisher,turn0search8,,Tracing the effects of reducing penalties on crime and prosecution,"This study examines the impact of California’s legislative changes, including Proposition 47, intended to reduce overcrowding in prisons, on crime and prosecution. The findings suggest that these changes were successful at reducing incarceration, but their effects on crime and prosecution are not well understood.",2022,Office of Justice Programs,Elizabeth R. Groff; Jeffrey T. Ward; Julie Wartell,https://www.ojp.gov/library/publications/tracing-effects-reducing-penalties-crime-and-prosecution,True
Republican,legislative-republicans-join-law-enforcement-advocates-to-stand-up-for-public-safety.txt,3,Proposition 47 has failed to protect communities and businesses.,publisher,turn0search10,,Audit on Proposition 47 Impact Shows Mixed Results,"An audit by the California State Auditor on the effects of Proposition 47 in San Bernardino and Riverside County showed mixed results, including a decrease in arrests for Proposition 47 offenses and a decrease in recidivism rates, but an increase in theft convictions among those who reoffended multiple times.",2024,Contra Costa News,,https://contracosta.news/2024/07/29/audit-on-proposition-47-impact-shows-mixed-results/,True
Republican,legislative-republicans-join-law-enforcement-advocates-to-stand-up-for-public-safety.txt,3,Proposition 47 has failed to protect communities and businesses.,publisher,turn0search11,,Proposition 47 Delivers Nearly $1 Billion to California Communities,"This report discusses the financial impact of Proposition 47, highlighting that it has delivered nearly $1 billion to California communities through the Safe Neighborhoods and Schools Fund, supporting rehabilitation programs and drug and mental health treatment.",2024,Center on Juvenile and Criminal Justice,,https://www.cjcj.org/reports-publications/report/proposition-47-delivers-nearly-1-billion-to-california-communities,True
Republican,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,5,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,publisher,turn0search6,,"California's Summer Blockbuster, Continued!: Newly Enacted Non-Housing CEQA Reforms","This article discusses recent legislative reforms in California that exempt certain wildfire risk reduction projects from the California Environmental Quality Act (CEQA), including defensible space fire clearance and fuel break projects, aiming to streamline the approval process for such initiatives.",2025,Insights,Holland & Knight,https://www.hklaw.com/en/insights/publications/2025/07/californias-summer-blockbuster-continued-part-3,True
Republican,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,5,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,publisher,turn0search10,,Governor Waives CEQA and Coastal Act for Authorized Fuel Management Projects While Legislators Introduce Multiple Bills Aimed at Long-Lasting Regulatory Relief,"This article reports on California's executive actions and legislative proposals aimed at reducing regulatory barriers for wildfire risk reduction projects, including the waiver of CEQA and Coastal Act requirements for certain fuel management projects and the introduction of bills to provide longer-lasting CEQA and permitting relief for such initiatives.",2025,Rural County Representatives Of California,Rural County Representatives Of California,https://www.rcrcnet.org/general/governor-waives-ceqa-and-coastal-act-for-authorized-fuel-management-projects-while-legislators-introduce-multiple-bills-aimed-at-long-lasting-regulatory-relief/,True
Republican,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,5,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,publisher,turn0search9,,CALED releases CEQA exemption briefing for economic development,"This briefing outlines recent CEQA exemptions related to wildfire risk reduction projects, including defensible space fire clearance and fuel break projects, and discusses their implications for economic development and community safety.",2025,PublicCEO,CALED,https://www.publicceo.com/2025/07/92639/,True
Republican,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,5,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,publisher,turn0search11,,The Effects of California SB 901 on Forest Conservation,"This article examines the impact of California's SB 901 legislation, which exempts certain fuel reduction projects from CEQA requirements, on forest conservation and environmental planning, highlighting potential ecological consequences and the need for careful management.",2018,American Bar Association,Thomas Winz,https://www.americanbar.org/groups/environment_energy_resources/resources/newsletters/forest-resources/effects-california-sb-901-forest-conservation/?login=,True
Republican,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,7,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,publisher,10.1007/s11269-022-03247-5,10.1007/s11269-022-03247-5,Assessing the Vulnerability of California Water Utilities to Wildfires,This study evaluates the vulnerability of California water utilities to wildfires by analyzing the severity of wildfires in each utility's service area and identifying factors that influence their susceptibility.,2022,Water Resources Management,Yung-Hsin Sun; Jared Soares; David Batker; Aaron Batker-Pritzker; Rebecca Guo,https://link.springer.com/article/10.1007/s11269-022-03247-5,True
Republican,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,7,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,publisher,10.3390/w17162368,10.3390/w17162368,Incorporating Natural Capital Damage from Major Wildfire Events in Headwaters Management and Resource Allocation,This article discusses the long-term loss of environmental benefits due to wildfires and emphasizes the importance of incorporating natural capital damage into headwaters management and resource allocation.,2025,Water,Jared Soares; David Batker; Yung-Hsin Sun; Aaron Batker-Pritzker; Rebecca Guo,https://www.mdpi.com/2073-4441/17/16/2368,True
Republican,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,7,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,publisher,10.3389/fclim.2023.1062320,10.3389/fclim.2023.1062320,Adaptive governance strategies to address wildfire and watershed resilience in New Mexico's upper Rio Grande watershed,"This study explores adaptive governance strategies for enhancing wildfire and watershed resilience in New Mexico's upper Rio Grande watershed, focusing on community engagement and policy interventions.",2023,Frontiers in Climate,Melinda Morgan; Alex Webster; Matt Piccarello; Kelly Jones; Janie Chermak; Laura McCarthy; Jaishri Srinivasan,https://www.frontiersin.org/articles/10.3389/fclim.2023.1062320/full,True
Republican,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,7,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,publisher,10.1071/WFv28n10_FO,10.1071/WFv28n10_FO,The influence of wildfire on water quality and watershed processes: new insights and remaining challenges,"This article reviews the impact of wildfires on water quality and watershed processes, highlighting new insights and identifying remaining challenges in the field.",2023,International Journal of Wildland Fire,Charles C. Rhoades; João P. Nunes; Uldis Silins; Stefan H. Doerr,https://www.publish.csiro.au/WF/fulltext/WFv28n10_FO,True
Republican,sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt,7,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,publisher,10.3389/ffgc.2022.829125,10.3389/ffgc.2022.829125,"Community Engagement With Proactive Wildfire Management in British Columbia, Canada: Perceptions, Preferences, and Barriers to Action","This study examines community engagement in proactive wildfire management in British Columbia, focusing on perceptions, preferences, and barriers to action among residents.",2022,Frontiers in Forests and Global Change,Katherine L. McFarlane; Katherine L. McFarlane; Katherine L. McFarlane; Katherine L. McFarlane; Katherine L. McFarlane; Katherine L. McFarlane; Katherine L. McFarlane,https://www.frontiersin.org/articles/10.3389/ffgc.2022.829125/full,True
Republican,senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt,5,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,publisher,JAAPL.220032-21,10.29158/JAAPL.220032-21,Victim Intoxication and Capacity to Consent in Sexual Assault Statutes across the United States,"This study examines how U.S. jurisdictions define mental incapacity in sexual assault laws, highlighting that nearly half require involuntary intoxication for a victim to be considered incapacitated, underscoring the need for legal reform to address voluntary intoxication cases.",2022,Journal of the American Academy of Psychiatry and the Law,Peter J. Teravskis; Rebecca Grossman-Kahn; Chinmoy Gulrajani,https://jaapl.org/content/early/2022/12/02/JAAPL.220032-21,True
Republican,senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt,5,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,publisher,PMC8355168,10.1016/j.drugalcdep.2021.108839,Victim and perpetrator characteristics in alcohol/drug-involved sexual violence victimization in the U.S,"This study analyzes data from the National Intimate Partner and Sexual Violence Survey, revealing that a significant proportion of sexual violence incidents involve alcohol or drug use by victims and perpetrators, emphasizing the need for targeted prevention strategies.",2021,Drug and Alcohol Dependence,Kathleen C. Basile; Sharon G. Smith; Yang Liu; Ashley Lowe; Amanda K. Gilmore; Srijana Khatiwada; Marcie-jo Kresnow,https://pmc.ncbi.nlm.nih.gov/articles/PMC8355168/,True
Republican,senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt,5,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,publisher,PMC34911373,10.1037/tra0001242,The Scope of Rape Victimization and Perpetration Among National Samples of College Students Across 30 Years,"This longitudinal study compares data from 1985 and 2015, finding that incidents involving incapacitated victims have increased, highlighting the persistent and evolving nature of sexual violence among college students.",2022,"Psychological Trauma: Theory, Research, Practice, and Policy",Mary P. Koss; Kevin M. Swartout; Elise C. Lopez; Raina V. Lamade; Elizabeth J. Anderson; Carolyn L. Brennan; Robert A. Prentky,https://pubmed.ncbi.nlm.nih.gov/34911373/,True
Republican,senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt,2,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,publisher,turn0search3,,2023-130 Conditional Release Program for Sexually Violent Predators - California State Auditor,"An audit report by the California State Auditor evaluating the Department of State Hospitals' management of the Sexually Violent Predator Conditional Release Program, highlighting deficiencies in oversight and recommendations for improvement.",2024,California State Auditor,California State Auditor,https://www.auditor.ca.gov/reports/2023-130/,True
Republican,senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt,2,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,publisher,turn0search4,,NEW: Audit exposes Newsom’s Department of State Hospitals’ mismanagement of Sexually Violent Predators,A press release by Senator Brian W. Jones discussing the findings of the California State Auditor's report on the mismanagement of the Sexually Violent Predator Conditional Release Program by the Department of State Hospitals.,2024,Senator Brian W. Jones,Senator Brian W. Jones,https://sr40.senate.ca.gov/content/new-audit-exposes-newsoms-department-state-hospitals-mismanagement-sexually-violent,True
Republican,senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt,2,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,publisher,turn0search0,,Jones’s request to audit Liberty Healthcare unanimously approved,An announcement by Senator Brian W. Jones regarding the unanimous approval of his request to audit Liberty Healthcare's management of the Sexually Violent Predator Conditional Release Program by the Joint Legislative Audit Committee.,2023,Senator Brian W. Jones,Senator Brian W. Jones,https://sr40.senate.ca.gov/content/joness-request-audit-liberty-healthcare-unanimously-approved,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,1,California's homeless population has increased nearly 40% in the past 6 years.,publisher,California Department of Housing and Community Development,,Fact Sheet: Homelessness in California,"This fact sheet provides data on homelessness in California, including the total number of homeless individuals, the percentage who are unsheltered, and comparisons to national figures. It also highlights the increase in homelessness from 2019 to 2024.",2025,California Department of Housing and Community Development,,https://shou.senate.ca.gov/system/files/2025-01/homelessness-in-ca-january-2025.pdf,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,1,California's homeless population has increased nearly 40% in the past 6 years.,publisher,California Department of Housing and Community Development,,"California Outperforms The Nation In Reducing The Growth Of Homelessness, State Sees Largest Decrease In Veteran Homelessness In The Nation","This report discusses California's efforts to reduce the growth of homelessness, noting that the state's unsheltered homelessness increased by only 0.45% in 2024, outperforming the national increase of nearly 7%. It also highlights the largest decrease in veteran homelessness in the nation.",2024,California Department of Housing and Community Development,,https://www.hcd.ca.gov/about-hcd/newsroom/california-outperforms-nation-reducing-growth-of-homelessness-state-sees-largest-decrease-veteran-homelessness-nation,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,1,California's homeless population has increased nearly 40% in the past 6 years.,publisher,California Department of Housing and Community Development,,Governor Newsom announces local progress in reducing homelessness,"This announcement details local progress in reducing homelessness in California, noting that preliminary data for 2025 points to a decrease in homelessness in many communities. It also highlights the state's efforts to reverse decades of inaction on housing and homelessness.",2025,California Department of Housing and Community Development,,https://www.gov.ca.gov/2025/07/23/governor-newsom-announces-local-progress-in-reducing-homelessness/,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,1,California's homeless population has increased nearly 40% in the past 6 years.,publisher,California Department of Housing and Community Development,,State of Homelessness in California: Fact Sheet,"This fact sheet provides data on homelessness in California, including the total number of homeless individuals, the percentage who are unsheltered, and comparisons to national figures. It also highlights the increase in homelessness from 2007 to 2023.",2025,California Department of Housing and Community Development,,https://courts.ca.gov/sites/default/files/courts/default/2025-03/State%20of%20Homelessness_subgroups_draft3.pdf,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,1,California's homeless population has increased nearly 40% in the past 6 years.,publisher,California Department of Housing and Community Development,,Homelessness in California,"This report provides data on homelessness in California, including the total number of homeless individuals, the percentage who are unsheltered, and comparisons to national figures. It also discusses the primary risk factors for homelessness in the state.",2020,California State Auditor,,https://information.auditor.ca.gov/pdfs/reports/2020-112.pdf,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,1,California's homeless population has increased nearly 40% in the past 6 years.,publisher,California Department of Housing and Community Development,,An Update on Homelessness in California,"This blog post provides an update on homelessness in California, discussing recent trends and data, including the increase in unsheltered homelessness in major city Continuums of Care in 2023.",2024,Public Policy Institute of California,,https://www.ppic.org/blog/an-update-on-homelessness-in-california/,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,1,California's homeless population has increased nearly 40% in the past 6 years.,publisher,California Department of Housing and Community Development,,Homelessness in California,"This Wikipedia article provides an overview of homelessness in California, including historical trends, county and local-level political action, and data on the homeless population in Los Angeles County.",2023,Wikipedia,,https://en.wikipedia.org/wiki/Homelessness_in_California,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,4,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,publisher,California-2023-SB1011-Introduced,,California Senate Bill 1011: Encampments: penalties,"Introduced by Senator Brian Jones, this bill aims to prohibit sitting, lying, sleeping, or storing personal property on streets or sidewalks if a homeless shelter is available, and within 500 feet of schools, open spaces, or major transit stops. Violations would be considered a nuisance and may be charged as a misdemeanor or infraction.",2024,California Legislature,Senator Brian Jones,https://legiscan.com/CA/text/SB1011/id/2915481/California-2023-SB1011-Introduced.html,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,4,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,publisher,Senate-Committee-on-Public-Safety-SB-1011-Analysis,,Senate Committee on Public Safety Analysis of SB 1011,"An analysis of Senate Bill 1011, which seeks to prohibit certain activities related to homeless encampments near schools, open spaces, and major transit stops, and outlines enforcement measures and penalties.",2024,California State Senate,California State Senate Public Safety Committee,https://spsf.senate.ca.gov/sites/spsf.senate.ca.gov/files/sb_1011_analysis_04.16.pdf,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,4,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,publisher,ACLU-Over-100-California-Organizations-Oppose-SB-1011,,Over 100 California Organizations Join Opposition to SB 1011,"A coalition of over 100 organizations, including the ACLU of Southern California, opposes Senate Bill 1011, arguing that it would criminalize homelessness without providing effective solutions to the housing crisis.",2024,ACLU of Southern California,ACLU of Southern California,https://www.aclusocal.org/en/press-releases/over-100-california-organizations-join-opposition-sb-1011,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,4,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,publisher,California-Insider-SB-1011-Compassionately-Clearing-Homeless-Encampments,,California Bill Aims to ‘Compassionately’ Clear Homeless Encampments,"An overview of Senate Bill 1011, which seeks to implement measures for clearing homeless encampments statewide, including prohibitions near schools and transit stops, and requirements for enforcement officers to provide information about available services.",2024,California Insider,California Insider,https://californiainsider.com/california-news/housing-homelessness/california-bill-aims-to-compassionately-clear-homeless-encampments-5585858,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,4,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,publisher,Davis-Vanguard-SB-1011-Rejected,,"Key CA Senate Committee Kills Measure Aimed at Homeless – Creating Crime for Sitting, Sleeping or Camping","A report on the California State Senate Public Safety Committee's rejection of Senate Bill 1011, which would have made it illegal for people to sit, lie, sleep, or camp on public sidewalks or streets within 500 feet of parks, schools, or bus stops.",2024,Davis Vanguard,Davis Vanguard,https://davisvanguard.org/2024/04/key-ca-senate-committee-kills-measure-aimed-at-homeless-creating-crime-for-sitting-sleeping-or-camping/,True
Republican,senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt,4,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,publisher,California-Globe-SB-1011-Rejected,,Bipartisan Bill to Ban Homeless Encampments Rejected By Senate Public Safety Comm.,"An article detailing the rejection of Senate Bill 1011 by the California State Senate Public Safety Committee, highlighting the bill's provisions and the reasons for its defeat.",2024,California Globe,California Globe,https://californiaglobe.com/fr/bipartisan-bill-to-ban-homeless-encampments-rejected-by-senate-public-safety-comm/,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,1,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,publisher,ilo-2022-modern-slavery,,50 million people worldwide in modern slavery,"The International Labour Organization (ILO) reports that 50 million people were living in modern slavery in 2021, with 28 million in forced labour and 22 million in forced marriage.",2022,International Labour Organization,International Labour Organization,https://www.ilo.org/resource/news/50-million-people-worldwide-modern-slavery-0,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,1,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,publisher,ilo-2017-modern-slavery,,40 million in modern slavery and 152 million in child labour around the world,"The ILO, in partnership with the Walk Free Foundation and the International Organization for Migration, estimated that more than 40 million people were victims of modern slavery in 2016, with women and girls disproportionately affected.",2017,International Labour Organization,International Labour Organization; Walk Free Foundation; International Organization for Migration,https://www.ilo.org/resource/news/40-million-modern-slavery-and-152-million-child-labour-around-world,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,1,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,publisher,ilo-2025-modern-slavery-methodology,,Global estimates of modern slavery: Forced labour and forced marriage - Methodology,"This report provides the methodology used to estimate the prevalence of modern slavery, including forced labour and forced marriage, globally.",2025,International Labour Organization,International Labour Organization,https://www.ilo.org/publications/major-publications/global-estimates-modern-slavery-forced-labour-and-forced-marriage-methodology,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,5,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.",PubMed,22666182,,"Prevalence and risk of violence and the physical, mental, and sexual health problems associated with human trafficking: systematic review","This systematic review reports on studies investigating the prevalence and risk of violence while trafficked and the prevalence and risk of physical, mental, and sexual health problems among trafficked people.",2012,PLoS Med,"Oram, S.; Stöckl, H.; Busza, J.; Howard, L.M.; Zimmerman, C.",https://pubmed.ncbi.nlm.nih.gov/22666182/,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,5,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.",PubMed,27066701,,"Prevalence and risk of violence and the mental, physical and sexual health problems associated with human trafficking: an updated systematic review",This systematic review and meta-analysis updates and expands on previous research regarding the prevalence and risk of violence and health problems among trafficked individuals.,2016,Epidemiol Psychiatr Sci,"Zimmerman, C.; Hossain, M.; Watts, C.",https://pubmed.ncbi.nlm.nih.gov/27066701/,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,5,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.",PubMed,39543768,,Experiences and impact of moral injury in human trafficking survivors: a qualitative study,"This study explores survivors' experiences of potentially morally injurious events, their impact on well-being, and factors influencing outcomes following such events.",2024,J Hum Traffick Enslav Conflic Sex Viol,"Viseur Sellers, P.; de Brouwer, A.-M.; de Volder, E.",https://pubmed.ncbi.nlm.nih.gov/39543768/,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,5,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.",PubMed,37222868,,What is the Impact of Human Trafficking on the Biopsychosocial Health of Victims: A Systematic Review,"This systematic review examines the global impact of human trafficking on sexual, social, physical, and psychological health, highlighting the importance of social health in victims' well-being.",2023,J Immigr Minor Health,"Garcia-Vazquez, O.; Meneses-Falcon, C.",https://pubmed.ncbi.nlm.nih.gov/37222868/,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,publisher,oag.ca.gov/human-trafficking,,Human Trafficking,"The California Department of Justice provides information on human trafficking, including statistics and resources for victims and survivors.",2023,California Department of Justice,California Department of Justice,https://oag.ca.gov/human-trafficking,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,publisher,oag.ca.gov/human-trafficking/what-is,,What is Human Trafficking?,"An overview of human trafficking in California, including statistics and information on victim demographics.",2023,California Department of Justice,California Department of Justice,https://oag.ca.gov/human-trafficking/what-is,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,publisher,calcivilrights.ca.gov/2024/01/03/as-part-of-national-human-trafficking-prevention-month-civil-rights-department-highlights-new-resource-to-support-survivors/,,"As Part of National Human Trafficking Prevention Month, Civil Rights Department Highlights New Resource to Support Survivors","Announcement of a new resource to support survivors of human trafficking in California, highlighting the state's efforts to combat trafficking.",2024,California Civil Rights Department,California Civil Rights Department,https://calcivilrights.ca.gov/2024/01/03/as-part-of-national-human-trafficking-prevention-month-civil-rights-department-highlights-new-resource-to-support-survivors/,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,publisher,calcivilrights.ca.gov/wp-content/uploads/sites/32/2024/01/2024.01.03-Human-Trafficking-FAQ-Release.pdf,,Human Trafficking FAQ Release,A FAQ document released by the California Civil Rights Department providing information on human trafficking in the state.,2024,California Civil Rights Department,California Civil Rights Department,https://calcivilrights.ca.gov/wp-content/uploads/sites/32/2024/01/2024.01.03-Human-Trafficking-FAQ-Release.pdf,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,publisher,humantraffickinghotline.org/en/statistics/california,,California | National Human Trafficking Hotline,Statistics on human trafficking cases reported in California to the National Human Trafficking Hotline.,2023,National Human Trafficking Hotline,National Human Trafficking Hotline,https://humantraffickinghotline.org/en/statistics/california,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,publisher,humantraffickinghotline.org/sites/default/files/2017%20California%20State%20Report.pdf,,California Spotlight,"2017 National Human Trafficking Hotline Statistics for California, including data on victims, traffickers, and trafficking businesses.",2017,National Human Trafficking Hotline,National Human Trafficking Hotline,https://humantraffickinghotline.org/sites/default/files/2017%20California%20State%20Report.pdf,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,publisher,humantraffickinghotline.org/sites/default/files/2019%20California%20State%20Report.pdf,,California Spotlight,"2019 National Human Trafficking Hotline Statistics for California, including data on victims, traffickers, and trafficking businesses.",2019,National Human Trafficking Hotline,National Human Trafficking Hotline,https://humantraffickinghotline.org/sites/default/files/2019%20California%20State%20Report.pdf,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,6,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,publisher,humantraffickinghotline.org/sites/default/files/2016%20State%20Report%20-%20California_0.pdf,,NATIONAL HUMAN TRAFFICKING HOTLINE DATA REPORT,"2016 State Report for California, including data on human trafficking cases reported to the National Human Trafficking Hotline.",2016,National Human Trafficking Hotline,National Human Trafficking Hotline,https://humantraffickinghotline.org/sites/default/files/2016%20State%20Report%20-%20California_0.pdf,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,7,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,publisher,turn0search0,,Attorney General Bonta Announces New Regional Human Trafficking Task Force in Sacramento,"California Attorney General Rob Bonta, along with Sacramento County District Attorney Thien Ho, Sacramento Police Chief Kathy Lester, and the U.S. Department of Homeland Security, announced the launch of the Sacramento Regional Human Trafficking Task Force (SR HTTF). This marks the third team established by the California Department of Justice (DOJ) to combat human trafficking, joining existing teams in San Diego and Fresno. These teams have made significant progress statewide, leading to 707 arrests and aiding nearly 800 victims.",2025,State of California - Department of Justice - Office of the Attorney General,Rob Bonta; Thien Ho; Kathy Lester,https://oag.ca.gov/news/press-releases/attorney-general-bonta-announces-new-regional-human-trafficking-task-force,True
Republican,senator-grove-introduces-bill-fight-against-human-trafficking.txt,7,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,publisher,turn0search8,,$1.5 Million Grant Will Establish Human Trafficking Task Force to be Led by U.S. Attorney’s Office and L.A. County Sheriff’s Department,"The Justice Department announced that the Los Angeles Sheriff’s Department will receive a $1.5 million grant to fund the establishment of a multi-agency Los Angeles Human Trafficking Task Force. The task force, jointly led by the U.S. Attorney’s Office and the Los Angeles County Sheriff’s Department, will investigate high-priority trafficking crimes, particularly the sex trafficking of minors, and bring together federal, state, and local leaders to address the needs of trafficking victims.",2015,United States Department of Justice,Loretta Lynch; Eileen M. Decker; Jim McDonnell,https://www.justice.gov/usao-cdca/pr/15-million-grant-will-establish-human-trafficking-task-force-be-led-us-attorney-s,True
